File Key,,Start Depth,End Depth,Depth,Measured Vs,Qc,Fs,u,Ic,Subset_Region,Subset_Geology,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,A07-H,A07-P,R09,Mc15,Mc18
SCPT,192469,8.5,9,8.75,128,1.993107838,0.061826027,0,2.761296024,8,2,160.1211636,194.9301122,181.2476459,141.4097367,324.2960554,-0.223900537,-0.420610832,-0.347834042,-0.099631347,-0.929626586
SCPT,192469,9,9.5,9.25,133,1.957565579,0.110239513,0.049437135,2.948224997,8,2,169.5137603,206.3645778,199.7494814,150.2836351,354.5216841,-0.242584977,-0.439295271,-0.40671486,-0.122175281,-0.980420384
SCPT,192469,9.5,10,9.75,166,1.773869071,0.088588321,0.365885703,2.945237004,8,2,161.493181,196.6003943,181.3571067,147.6470748,348.9529396,0.027524869,-0.169185425,-0.088480264,0.117162992,-0.742949281
SCPT,192469,10,10.5,10.25,149,1.238123269,0.021960017,0.409124834,2.798434255,8,2,133.2079069,162.1661475,130.7051665,126.6195064,294.0090616,0.112035189,-0.084675106,0.131002157,0.162759729,-0.679664283
SCPT,192469,10.5,11,10.75,160,1.302460547,0.032998993,0.32356061,2.860751584,8,2,140.4620106,170.9972303,140.2566443,133.6903824,313.8705403,0.13023675,-0.066473544,0.131699898,0.179647268,-0.673806793
SCPT,192469,11,11.5,11.25,137,1.695426366,0.065072318,0.177982162,2.878188027,8,2,159.2787743,193.9045948,165.2434456,148.784044,347.4805443,-0.150675039,-0.347385333,-0.187438888,-0.08251496,-0.93072775
SCPT,192469,11.5,12,11.75,157,2.059079382,0.105184186,0.118307066,2.891490783,8,2,174.579405,212.5314496,184.8543827,161.1647528,374.4948049,-0.106133876,-0.30284417,-0.163322589,-0.026181346,-0.869332125
SCPT,192469,12,12.5,12.25,162,1.09247202,0.039312775,0.011789838,3.021928602,8,2,142.8055513,173.8502363,136.4846882,137.1477449,331.4547044,0.126112412,-0.070597883,0.171383901,0.166537561,-0.715894827
SCPT,192469,12.5,13,12.75,181,0.563898731,0.006970589,0.039359137,3.019314789,8,2,109.8214171,133.6956383,83.00822201,109.2210278,266.0913306,0.499641465,0.302931171,0.779557368,0.505123425,-0.385342567
SCPT,192469,13,13.5,13.25,168,0.949696694,0.009209566,0.137798231,2.769248482,8,2,124.6589847,151.758764,102.614099,121.7841484,279.6784999,0.298382092,0.101671798,0.492988639,0.321713777,-0.50967675
SCPT,192469,13.5,14,13.75,244,0.847244625,0.009714392,0.249294296,2.846964726,8,2,121.2412445,147.5980368,96.48431547,121.576069,284.0374387,0.699385908,0.502675614,0.927787764,0.696628076,-0.151937831
SCPT,192469,14,14.5,14.25,325,1.502375453,0.037578759,0.024267507,2.803889755,8,2,153.3134478,186.6424582,138.0944248,149.1930163,343.178416,0.751340678,0.554630384,0.855887494,0.778584303,-0.054425293
SCPT,192469,14.5,15,14.75,324,9.611863497,0.250498402,0,2.219132231,8,2,260.1600072,316.7165305,266.0416543,230.335744,449.1343844,0.219446662,0.022736368,0.197090624,0.341205515,-0.326578624
SCPT,192469,15,15.5,15.25,295,8.51070671,0.390851267,0.029500958,2.430022423,8,2,270.7602125,329.6211283,281.7875642,237.0355288,479.4743241,0.085741752,-0.110968543,0.045821888,0.218765316,-0.485714989
SCPT,192469,15.5,16,15.75,276,8.70321543,0.428595482,0.052098877,2.448550623,8,2,276.1678212,336.2043041,285.6384173,241.7856865,489.3132163,-0.000607863,-0.197318157,-0.03432587,0.132349125,-0.572601943
SCPT,192469,16,16.5,16.25,275,9.259671482,0.437437975,0.06378229,2.417904284,8,2,280.8222611,341.8705787,287.3568892,246.4995522,494.7357331,-0.020950849,-0.217661143,-0.043953862,0.109410921,-0.58725265
SCPT,192469,16.5,17,16.75,277,8.237031,0.348958381,0,2.413413589,8,2,268.8342928,327.2765303,267.8825153,239.8891786,483.6917779,0.029922328,-0.166787966,0.033468997,0.143840445,-0.557430375
SCPT,192469,17,17.5,17.25,296,6.959031685,0.309250733,0,2.475787913,8,2,258.3283185,314.4866486,252.1749089,233.702734,479.1139479,0.136128126,-0.060582168,0.160236525,0.236309514,-0.481579002
SCPT,192469,17.5,18,17.75,266,5.682888424,0.27580808,0.042457961,2.563866084,8,2,246.9936866,300.6879662,236.0020696,226.631,474.7511574,0.074133533,-0.122576761,0.119655734,0.160173165,-0.579294479
SCPT,192469,18,18.5,18.25,291,5.862031046,0.316797359,0.012599356,2.590012513,8,2,253.4130676,308.5028649,241.5771279,232.0646166,486.9013603,0.138302432,-0.058407863,0.186134475,0.226307415,-0.51473829
SCPT,192469,18.5,19,18.75,290,5.106423811,0.30794835,0.030262137,2.664918381,8,2,246.9786158,300.6696192,231.550528,228.6762683,487.9417911,0.160579166,-0.036131128,0.22508281,0.237573595,-0.520315195
SCPT,192469,19,19.5,19.25,308,5.696161034,0.364100373,0.028803175,2.653231057,8,2,257.8216212,313.8697997,242.0197715,237.2855965,502.4209057,0.177831828,-0.018878466,0.24108036,0.260835319,-0.489338443
SCPT,192469,19.5,20,19.75,326,3.459373623,0.207693744,0.012984508,2.779267032,8,2,221.5823688,269.752449,195.8255841,212.2970878,468.3698462,0.386102993,0.189392699,0.509672995,0.42891073,-0.362360872
SCPT,192469,20,20.5,20.25,318,2.797982818,0.118144424,0.114893043,2.738192695,8,2,200.672436,244.2968786,167.1098185,197.859498,437.3235591,0.460377476,0.263667182,0.643400191,0.47449421,-0.318621948
SCPT,192469,20.5,21,20.75,313,4.169070188,0.223243184,0.151573395,2.686809145,8,2,230.3774682,280.4595265,200.3701485,222.4232466,479.3934964,0.306484061,0.109773766,0.446036792,0.341621107,-0.426318565
SCPT,192469,21,21.5,21.25,331,3.576222173,0.159389064,0.52710204,2.679095442,8,2,216.2427327,263.2520224,180.7927598,212.9697936,461.0987915,0.425716836,0.229006542,0.604766974,0.440968034,-0.331493943
SCPT,192469,21.5,22,21.75,319,7.216010028,0.429900193,0.038603879,2.563983417,8,2,278.6453487,339.2204244,252.4857559,257.5094337,530.4246822,0.135251281,-0.061459013,0.233836268,0.214134747,-0.50848687
SCPT,192469,22,22.5,22.25,314,6.421969274,0.39991763,0.039284772,2.611364195,8,2,271.3810351,330.3769123,241.1666729,253.3032784,528.0376107,0.145869119,-0.050841175,0.263904703,0.214805486,-0.519774528
SCPT,192469,22.5,23,22.75,346,3.971187029,0.160597532,0.027547507,2.616724184,8,2,225.2220873,274.1834106,184.5526364,220.4840011,469.9502717,0.429351805,0.232641511,0.62850406,0.45061364,-0.306188109
SCPT,192469,23,23.5,23.25,326,3.545943407,0.088530868,0.408358195,2.510838883,8,2,205.8805698,250.6372154,160.5701611,207.707091,436.9713655,0.459601139,0.262890845,0.708166393,0.45076851,-0.292970286
SCPT,192469,23.5,24,23.75,356,3.582678874,0.09066571,1.497139103,2.510829687,8,2,202.3665264,246.3592495,154.9716086,209.6639634,440.7266992,0.564850191,0.368139896,0.831688801,0.529424656,-0.213494223
SCPT,192469,24,24.5,24.25,386,11.23863359,0.410374642,0.031156711,2.283680486,8,2,300.7000839,366.0696674,265.9281724,281.8138162,543.7241591,0.249724,0.053013706,0.372611126,0.314590743,-0.342604688
SCPT,192469,24.5,25,24.75,339,16.57478391,0.603975211,0,2.172029607,8,2,337.8732026,411.3238988,310.233921,309.4958002,576.3533415,0.003329423,-0.193380872,0.088673511,0.091055585,-0.530720805
SCPT,192469,25,25.5,25.25,405,11.29219182,0.518011535,0.043653569,2.353004068,8,2,313.0061087,381.050915,275.308657,290.7600656,566.2194425,0.25766436,0.060954066,0.38599421,0.331388657,-0.335094644
SCPT,192469,25.5,26,25.75,356,5.887605414,0.273099794,0.092377285,2.54897287,8,2,260.5763849,317.2234251,210.5266115,252.4049375,521.0795108,0.312034688,0.115324394,0.525318665,0.343896038,-0.380971911
SCPT,192469,26,26.5,26.25,318,3.068092884,0.077324723,0.488789058,2.562203623,8,2,200.4008317,243.9662299,143.6630133,208.0527391,442.264446,0.461731863,0.265021569,0.794581011,0.424259782,-0.329856615
SCPT,192469,26.5,27,26.75,334,3.362406802,0.079523821,1.542419932,2.513319135,8,2,199.7875344,243.2196071,142.050481,212.4178401,446.3062097,0.513886519,0.317176225,0.854958499,0.452585714,-0.289864292
SCPT,192469,27,27.5,27.25,333,3.527890789,0.12897764,1.483708941,2.622943608,8,2,212.6780704,258.9124335,153.7317729,223.8014507,477.6661106,0.448362874,0.25165258,0.772933141,0.397383212,-0.360769485
SCPT,192469,27.5,28,27.75,338,3.383594959,0.135977133,1.674813654,2.66337478,8,2,211.4534698,257.4216154,149.9246191,224.5698537,483.0274049,0.469040922,0.272330628,0.812913267,0.408859084,-0.357027496
SCPT,192469,28,28.5,28.25,340,3.661746395,0.178121444,1.649663758,2.696732025,8,2,221.9758919,270.2315206,160.3074506,233.4425047,502.840665,0.426376837,0.229666542,0.75185208,0.376009803,-0.391327733
SCPT,192469,28.5,29,28.75,330,3.985646177,0.17362009,1.724680673,2.636562777,8,2,225.6798571,274.7406956,162.1082678,236.9606556,503.7156409,0.379975221,0.183264927,0.710828223,0.331198537,-0.42291925
SCPT,57365,0,0.5,0.25,65,1.117309199,0.062494574,0.026928917,3.119835382,2,1,91.06680118,110.8639319,408.4722189,47.57134118,129.3274152,-0.337206046,-0.53391634,-1.838036634,0.312156766,-0.687960021
SCPT,57365,0.5,1,0.75,65,1.917403894,0.113546038,0.035423184,2.956856407,2,1,123.4701263,150.3114581,325.1762663,74.02502362,186.8864191,-0.641611965,-0.838322259,-1.609980123,-0.130015923,-1.056113778
SCPT,57365,1,1.5,1.25,65,2.614655391,0.125813387,0.037547767,2.797559687,2,1,141.6305971,172.4198574,295.0987718,90.43724575,217.0183272,-0.778834969,-0.975545264,-1.51292285,-0.330268923,-1.205594537
SCPT,57365,1.5,2,1.75,82,3.39480632,0.050749556,0.067257246,2.389325004,2,1,141.9292221,172.7834008,225.87105,95.77704605,210.7041814,-0.54860925,-0.745319544,-1.013245014,-0.155303806,-0.943735919
SCPT,57365,2,2.5,2.25,96,5.372747632,0.029997736,0.073962787,1.992247795,2,1,148.7027809,181.0294724,194.1246784,105.119242,210.5566029,-0.437601363,-0.634311658,-0.704152433,-0.090747152,-0.785406323
SCPT,57365,2.5,3,2.75,97,2.529789564,0.04106652,0.044968514,2.504408579,2,1,139.5678638,169.9087038,204.1669662,102.4020056,229.5589934,-0.363839983,-0.560550278,-0.744227142,-0.05419532,-0.86144907
SCPT,57365,3,3.5,3.25,82,2.970721452,0.032822784,0.056128978,2.362710199,2,1,143.988069,175.2898232,192.7694722,107.7864551,232.9273987,-0.563011195,-0.759721489,-0.854775783,-0.273432755,-1.044007564
SCPT,57365,3.5,4,3.75,111.5,3.066539851,0.023916332,0.052738984,2.275153446,2,1,143.3857735,174.5565938,179.4353493,109.7729387,231.8707469,-0.251514124,-0.448224418,-0.475790381,0.015610552,-0.7321555
SCPT,57365,4,4.5,4.25,187,9.433684606,0.050413271,0.05340608,1.774407208,2,1,180.8008199,220.105346,210.4967158,142.1742525,265.9274466,0.033712634,-0.16299766,-0.118361434,0.274055181,-0.352114897
SCPT,57365,4.5,5,4.75,208.5,12.1838274,0.080288132,0.03837986,1.730754008,2,1,198.2094319,241.2984389,230.5975383,158.1492693,291.1523156,0.050614832,-0.146095462,-0.100734891,0.276399712,-0.33390751
SCPT,57365,5,5.5,5.25,157,13.99786972,0.099847601,0.020450517,1.704915326,2,1,209.089876,254.5441969,242.2560602,168.9367379,307.5414631,-0.286518383,-0.483228677,-0.433749462,-0.073278508,-0.672364112
SCPT,57365,5.5,6,5.75,160,12.07168456,0.135828169,0.005538188,1.872623912,2,1,217.2549451,264.484281,255.8810453,174.008286,327.2077066,-0.305897711,-0.502608005,-0.469538855,-0.083929103,-0.715421342
SCPT,57365,6,6.5,6.25,182,12.59557335,0.108859994,0.007371792,1.78745628,2,1,213.9674198,260.4820762,245.025976,175.9293626,324.8228614,-0.161817072,-0.358527367,-0.297357542,0.033924122,-0.579273305
SCPT,57365,6.5,7,6.75,197,19.77766911,0.196948189,0.010379429,1.691499474,2,1,245.4784368,298.8433143,284.7169472,201.4828351,358.9574728,-0.220005381,-0.416715675,-0.36829179,-0.022500463,-0.600000193
SCPT,57365,7,7.5,7.25,230.5,21.78016059,0.185684008,0.014711465,1.613688485,2,1,246.4802724,300.0629403,282.947974,207.3911693,362.9895662,-0.067031097,-0.263741391,-0.205012181,0.105644145,-0.454123228
SCPT,57365,7.5,8,7.75,251,22.17066088,0.206976219,0.00534041,1.637112282,2,1,253.5692738,308.693029,289.9914901,213.7373229,374.4730417,-0.010184116,-0.20689441,-0.144398639,0.160705141,-0.400066876
SCPT,57365,8,8.5,8.25,215,21.76967737,0.19211405,0.013283791,1.624864679,2,1,251.9668376,306.7422371,284.8911548,215.5823413,376.7344163,-0.158659454,-0.355369748,-0.281469166,-0.002704903,-0.560902445
SCPT,57365,8.5,9,8.75,219.5,18.2665006,0.168872921,0.027971559,1.691114336,2,1,245.6026967,298.9945873,272.7561038,211.4011824,375.5486769,-0.112362944,-0.309073238,-0.217225771,0.037594566,-0.537035863
SCPT,57365,9,9.5,9.25,191,20.87343298,0.172530992,0.009303787,1.617096326,2,1,250.2714055,304.6782327,277.3864798,219.2509132,382.3130276,-0.270272523,-0.466982817,-0.37313834,-0.137943368,-0.693966289
SCPT,57365,9.5,10,9.75,207,20.59072292,0.175833817,0.033183275,1.629267102,2,1,252.2564265,307.0947801,277.7185227,222.4007174,388.3627842,-0.197727342,-0.394437637,-0.293889299,-0.071761995,-0.62922112
SCPT,57365,10,10.5,10.25,158,1.975613173,0.049962174,0.119975795,2.716503172,2,1,158.5679215,193.0392087,158.732536,144.9564484,328.2209598,-0.003587995,-0.200298289,-0.004625589,0.086161692,-0.731092006
SCPT,57365,10.5,11,10.75,168,5.542939592,0.088070774,0.059375518,2.200423587,2,1,198.9834516,242.2407237,203.8871869,178.6264418,360.3510094,-0.169257684,-0.365967978,-0.193602856,-0.061332728,-0.763114603
SCPT,57365,11,11.5,11.25,185,5.231957821,0.058489829,0.02330106,2.148789645,2,1,192.5021186,234.3504052,189.0433971,173.4108377,345.4881429,-0.039751334,-0.236461628,-0.021620778,0.064692261,-0.624602499
SCPT,57365,11.5,12,11.75,177,5.492172576,0.083334073,0.024043486,2.209163688,2,1,202.3205628,246.3032939,200.65432,182.0236758,365.8967381,-0.133703652,-0.330413946,-0.125433894,-0.027987033,-0.726201425
SCPT,57365,12,12.5,12.25,217,6.176441251,0.098239822,0.060693938,2.184265577,2,1,210.9590738,256.819742,209.8758369,189.8623536,378.1026079,0.028233202,-0.168477092,0.033381251,0.133597998,-0.555268255
SCPT,57365,12.5,13,12.75,214,2.013863675,0.016889986,0.05355086,2.461465231,2,1,152.0622513,185.1192625,133.7426259,141.1629574,301.3021361,0.34168603,0.144975736,0.470058764,0.416061065,-0.342137521
SCPT,57365,13,13.5,13.25,195,1.942200766,0.034169925,0.026279176,2.620105064,2,1,159.1784191,193.7824233,142.1986667,150.488158,333.3481088,0.202973852,0.006263558,0.315774417,0.259115162,-0.536187757
SCPT,57365,13.5,14,13.75,185,7.583139721,0.161506684,0.019188425,2.198948774,2,1,233.2531411,283.9603457,231.8432444,210.4503047,415.9489127,-0.231768481,-0.428478775,-0.225705648,-0.128893718,-0.810206622
SCPT,57365,14,14.5,14.25,204,10.49752432,0.197648417,0.025785981,2.060950701,2,1,251.1679977,305.7697363,252.6226564,226.5077503,431.9309495,-0.208002035,-0.404712329,-0.213776905,-0.104659168,-0.750145743
SCPT,57365,14.5,15,14.75,207,2.695747208,0.07684261,0.030805357,2.638887378,2,1,184.8646922,225.0526687,168.1845673,173.8509701,381.5044946,0.11309463,-0.083615665,0.207656802,0.174520355,-0.611403839
SCPT,57365,15,15.5,15.25,210,10.51009358,0.215435521,0.035635483,2.09932881,2,1,257.744843,313.7763306,254.5641927,232.5192545,444.3663567,-0.204862584,-0.401572878,-0.192445504,-0.101865506,-0.749541819
SCPT,57365,15.5,16,15.75,196,4.243902572,0.108622785,0.052333196,2.459155355,2,1,209.1043002,254.5617567,191.4643767,194.5179682,407.1107065,-0.064718512,-0.261428806,0.02341289,0.007590119,-0.730970495
SCPT,57365,16,16.5,16.25,185,4.025938904,0.053018358,0.042359824,2.304721695,2,1,193.7582317,235.8795864,167.4499719,183.4780989,373.6673222,-0.046255328,-0.242965623,0.099671194,0.008260517,-0.703010064
SCPT,57365,16.5,17,16.75,302,1.153550782,0.014191297,0.012358961,2.741139927,2,1,139.0403636,169.2665295,101.9246569,138.5378617,314.3313894,0.775662741,0.578952447,1.086193135,0.77928336,-0.040020792
SCPT,57365,17,17.5,17.25,288,1.440533589,0.038295892,0.032196222,2.841801215,2,1,156.6295831,190.6794925,122.7396018,156.6029566,360.8965213,0.609076806,0.412366512,0.852895428,0.609246817,-0.225630793
SCPT,57365,17.5,18,17.75,270,2.112098953,0.052002081,0.260319958,2.682575144,2,1,172.4403006,209.9273225,139.9938322,171.0848335,379.3385398,0.448370866,0.251660572,0.656823593,0.456262423,-0.340007092
SCPT,57365,18,18.5,18.25,294,2.076900477,0.05629529,0.675496714,2.713946721,2,1,170.7582399,207.8795964,136.0997835,173.1314605,385.9276083,0.543331013,0.346620719,0.770191448,0.529528574,-0.272070041
SCPT,57365,18.5,19,18.75,350,2.830701995,0.087187038,0.803157423,2.647257997,2,1,189.7107296,230.9521925,156.3848915,189.1361133,412.2588371,0.612432718,0.415722424,0.805612933,0.615466223,-0.163718243
SCPT,57365,19,19.5,19.25,350,3.486810515,0.153236506,0.812972377,2.686819275,2,1,209.6358695,255.2088846,178.6169273,205.7397405,447.2718971,0.512561084,0.315850789,0.672689713,0.53132118,-0.245233526
SCPT,57365,19.5,20,19.75,455,2.11505801,0.087484723,0.603275785,2.824150919,2,1,180.5190518,219.7623239,142.8263412,184.0551148,417.0020833,0.924461097,0.727750802,1.158667924,0.905062169,0.087206201
SCPT,14541,0,5,2.5,442.16,6.972676828,0.120814979,0,2.198676737,2,3,176.0807056,214.3591199,282.2977662,116.4025897,241.3360102,0.920729363,0.724019069,0.448709385,1.334617024,0.605481612
SCPT,14541,5,7,6,402.2,14.5138773,0.360297232,0.002470003,2.082513831,2,3,258.6451529,314.8723601,321.0895897,195.8288336,375.5754527,0.441492421,0.244782127,0.225229298,0.719708497,0.068490087
SCPT,14541,7,9,8,316.45,3.297015482,0.056964298,0.010839556,2.433363437,2,3,172.0754388,209.4831429,184.9110133,147.1409715,314.5417953,0.609232273,0.412521979,0.537290551,0.765774134,0.006048289
SCPT,14541,9,11,10,350.48,1.682863699,0.02643023,0.289153434,2.655847072,2,3,144.0011195,175.3057107,138.1280078,133.3767833,299.7862279,0.88948257,0.692772276,0.931122796,0.966125563,0.156233996
SCPT,14541,11,13,12,379.66,2.17860408,0.033248604,0.099046894,2.553552303,2,3,160.1496569,194.9647997,149.0643866,148.4547768,324.1204511,0.863167382,0.666457087,0.934897778,0.938995737,0.158160906
SCPT,14541,13,15,14,306.74,2.128148448,0.032612484,0.305606096,2.563073013,2,3,159.8985897,194.6591527,139.8934395,154.2038888,336.1437608,0.651460683,0.454750389,0.785119497,0.687724803,-0.091538445
SCPT,14541,15,17,16,380.09,2.853220162,0.078227317,0.260113055,2.609241885,2,3,186.0373263,226.4802234,164.7507537,179.5254158,390.4521275,0.714460734,0.51775044,0.835974319,0.750091277,-0.026897302
SCPT,14541,17,18,17.5,358.27,5.089986028,0.120693914,0.069954954,2.323776594,2,3,215.9834581,262.9363837,198.9332729,207.4168441,424.4430378,0.50608507,0.309374776,0.588317436,0.546556384,-0.169490918
SCPT,114319,0,2,1,152,3.380408842,0.019180143,0.000400343,2.170603179,4,1,117.847293,143.4662698,194.6897015,71.33398761,152.9074531,0.254490861,0.057780567,-0.247526496,0.756507622,-0.005952336
SCPT,114319,2,3,2.5,297,8.681839644,0.045575323,0.001296368,1.795755669,4,1,165.3766455,201.3280901,207.9855907,119.9429883,228.8925093,0.585506566,0.388796272,0.356263337,0.906715606,0.260479637
SCPT,114319,3,4,3.5,176,11.59751175,0.040747629,0.001663269,1.595198535,4,1,173.6299209,211.3755559,203.0878254,136.2118541,246.4371255,0.013557852,-0.183152442,-0.143154528,0.256272571,-0.336622897
SCPT,114319,4,5,4.5,200,17.80116674,0.033563755,0.082611744,1.317315869,4,1,178.2803636,217.0369644,201.5551522,152.9691226,257.0198813,0.114959979,-0.081750315,-0.007745685,0.268081279,-0.250836074
SCPT,114319,5,6,5.5,237,10.84700879,0.018540927,0.076774156,1.50027264,4,1,169.2756019,206.0746457,183.621834,143.4138937,249.4811426,0.336531974,0.13982168,0.255181749,0.50232533,-0.051323191
SCPT,114319,6,7,6.5,190,7.594768943,0.018276248,0.071124579,1.690545639,4,1,167.442217,203.842699,179.0507932,142.5715832,259.1253755,0.126385754,-0.070324541,0.059354546,0.28717986,-0.310287948
SCPT,114319,7,8,7.5,191,7.255311225,0.026868654,0.076267214,1.792395993,4,1,176.5783369,214.9649319,184.6583449,152.1934262,282.4182738,0.078508815,-0.118201479,0.033766095,0.227121176,-0.391115784
SCPT,114319,8,9,8.5,212,7.897233353,0.031148658,0.070852398,1.742541025,4,1,180.7442766,220.0365106,189.7565582,161.5013606,297.3707674,0.159503079,-0.037207215,0.110844297,0.272072707,-0.338393461
SCPT,114319,9,10,9.5,216,5.314799564,0.021990863,0.062710965,1.935911651,4,1,172.5298708,210.0363645,171.7904504,152.8685582,291.4857647,0.224708022,0.027997728,0.229002985,0.345699952,-0.299712762
SCPT,114319,10,11,10.5,195,4.001583675,0.022741504,0.056568731,2.091726621,4,1,167.6392845,204.0826072,165.1193928,151.3160745,299.652115,0.151185004,-0.045525291,0.166330754,0.253628701,-0.429622627
SCPT,114319,11,12,11.5,199,4.275960349,0.040982672,0.044524843,2.178794263,4,1,180.5832885,219.8405251,178.8996169,164.5369151,331.2025888,0.097112721,-0.099597573,0.106479975,0.190169872,-0.509425414
SCPT,114319,12,13,12.5,201,3.177097576,0.037443979,0.033967326,2.325599178,4,1,172.2113259,209.6485706,165.5229336,160.1448718,333.5918161,0.154582547,-0.042127748,0.194195151,0.227226054,-0.50661323
SCPT,114319,13,14,13.5,174,2.235947149,0.042496783,0.029061452,2.591500715,4,1,167.0646219,203.3830179,155.2096522,157.1844265,344.9053443,0.040674604,-0.15603569,0.114278501,0.101635492,-0.684214716
SCPT,114319,14,15,14.5,171,1.762106152,0.028575731,0.007546136,2.634679426,4,1,155.6826888,189.5267516,136.8806569,149.915754,332.9573037,0.093843667,-0.102866627,0.222554128,0.13159006,-0.666350708
SCPT,114319,15,16,15.5,201,2.616491367,0.041287617,0.010936755,2.482261924,4,1,173.7605989,211.5346422,154.2657686,166.6847156,356.2635449,0.145626424,-0.05108387,0.264628023,0.187200811,-0.572365844
SCPT,114319,16,17,16.5,225,6.020921418,0.053794264,0.006740915,2.050332244,4,1,204.3526724,248.7771664,187.033992,195.4831007,376.9336667,0.096253115,-0.10045718,0.184810026,0.140626468,-0.515968819
SCPT,114319,17,18,17.5,220,3.628546166,0.061498159,0.006389172,2.390336461,4,1,193.8064273,235.9382593,170.7016076,186.7987668,387.8508161,0.126767683,-0.069942611,0.253710499,0.163595622,-0.566993225
SCPT,114319,18,19,18.5,215,4.655033893,0.073659906,0.005354319,2.278769981,4,1,206.1724829,250.9925879,181.9628629,199.6055666,403.4261863,0.041924914,-0.15478538,0.166835412,0.074294776,-0.629355509
SCPT,114319,19,20,19.5,221,3.972094291,0.049996144,0.006480905,2.262737826,4,1,193.6257202,235.7182681,163.0377443,191.70914,388.2974975,0.132235683,-0.064474611,0.304180968,0.142183374,-0.56360909
SCPT,14550,0,4,2,369.17,3.959496521,0.065739798,0.004762245,2.35974102,2,3,149.6125423,182.137008,242.7586425,101.1357487,220.3174173,0.903208342,0.706498048,0.419189533,1.294793582,0.51618793
SCPT,14550,4,6,5,341.55,4.747874012,0.110190278,0.010927247,2.389602539,2,3,184.3119973,224.3798228,239.7087135,143.5441788,304.7330141,0.616864122,0.420153828,0.354069589,0.866851227,0.114058052
SCPT,14550,6,8,7,337.03,6.312228191,0.153108055,0.008124037,2.310287244,2,3,208.6462227,254.0040973,248.6661214,168.9465298,347.3813451,0.479531844,0.282821549,0.304060829,0.690589674,-0.030251207
SCPT,14550,8,10,9,379.32,4.454172715,0.104666709,0.016771098,2.414293689,2,3,195.1870823,237.6190567,215.7815723,167.0243165,351.5681615,0.664421681,0.467711387,0.564113519,0.820240766,0.075976567
SCPT,14550,10,12,11,300.23,6.939454454,0.145827439,0.017361671,2.242386383,2,3,223.0264353,271.510443,233.8762038,193.5520098,387.5297946,0.297258539,0.100548245,0.249756916,0.439002587,-0.255243888
SCPT,14550,12,14,13,336.74,3.715838681,0.089009987,0.009858663,2.483568581,2,3,195.2261544,237.6666228,189.6688342,177.8989226,377.432782,0.545152466,0.348442172,0.574031545,0.638095581,-0.114081373
SCPT,14550,14,16,15,375.48,4.528710149,0.136149174,0.105149461,2.490853541,2,3,215.0740417,261.8292682,204.419445,197.326127,414.2210182,0.557222859,0.360512564,0.608031222,0.643347381,-0.098194484
SCPT,14550,16,18,17,442.72,4.673063885,0.136588963,0.2652969,2.467337992,2,3,218.5767716,266.0934611,198.2829959,205.3070913,427.8526848,0.705800206,0.509089912,0.803242234,0.768430651,0.034158574
SCPT,14550,18,20,19,415.37,4.399109506,0.121597574,0.042260869,2.470179868,2,3,217.2768084,264.5108972,187.8865034,207.9147105,433.2882287,0.647997534,0.451287239,0.793331614,0.692041739,-0.042233472
SCPT,14550,20,22,21,415.61,4.180034377,0.183877237,0.041243389,2.627081791,2,3,228.4954381,278.1683594,192.4563852,219.6328527,468.7838917,0.598231075,0.401520781,0.769877763,0.63779002,-0.120394557
SCPT,14550,22,24,23,525.2,7.357436856,0.314482904,0.018344567,2.448665689,2,3,271.0200692,329.9374756,233.1782397,255.5034357,516.5303479,0.661586268,0.464875974,0.811976004,0.720543286,0.016645099
SCPT,57359,0,0.5,0.25,57,1.570931243,0.066541588,0.005224933,2.928338719,2,1,98.16296428,119.5027391,406.7189857,50.22464595,130.7158612,-0.543577731,-0.740288025,-1.965071226,0.126545406,-0.829974702
SCPT,57359,0.5,1,0.75,57,0.658501938,0.044671982,0.024889506,3.344592952,2,1,90.75655533,110.4862413,250.9253824,58.73725689,164.238589,-0.465129438,-0.661839732,-1.482104346,-0.030022958,-1.058268914
SCPT,57359,1,1.5,1.25,57,0.429557061,0.028976456,0.017951116,3.501734898,2,1,85.37378136,103.933299,198.2918043,61.72584985,176.9266656,-0.403987776,-0.60069807,-1.246688437,-0.079651536,-1.13268406
SCPT,57359,1.5,2,1.75,78,0.606013339,0.018618889,0.003401689,3.183035014,2,1,93.17138969,113.4260396,183.9530639,68.76331385,182.6094666,-0.17773187,-0.374442165,-0.857971811,0.126038453,-0.850640984
SCPT,57359,2,2.5,2.25,79,0.833010439,0.029449166,0.014386921,3.101187785,2,1,106.2555777,129.3546163,196.4938385,80.24949588,207.1744592,-0.29639945,-0.493109744,-0.911183222,-0.015692628,-0.964113384
SCPT,57359,2.5,3,2.75,82.5,1.936169413,0.026612378,0.029976047,2.528829897,2,1,126.3627061,153.8328596,189.8319433,95.04879228,216.5420881,-0.426358098,-0.623068393,-0.833340878,-0.141592069,-0.964986637
SCPT,57359,3,3.5,3.25,113,4.747641083,0.030987874,0.051681604,2.065975634,2,1,153.2240292,186.5336008,192.3876685,114.7654709,231.9954465,-0.304513275,-0.501223569,-0.532124624,-0.015502844,-0.719329926
