Lat,Lon,Vs30,uncertainty,xcoord,ycoord,gid,tid
-43.383,172.65913,205,0.2,1572389.42978682,5196595.86219041,6,16
-43.38057,172.66871,195.5,0.2,1573164.34133799,5196868.85435954,10,15
-43.38087,172.65688,197,0.2,1572206.20598967,5196831.66394807,6,15
-43.37935,172.64838,206.2,0.2,1571516.96735405,5196997.60162752,10,15
-43.52833,172.63532,176,0.2,1570531.46833573,5180447.7477291,10,16
-43.52763,172.63697,181.4,0.2,1570664.45999005,5180526.07197479,10,15
-43.52875,172.64227,191.7,0.2,1571093.27480801,5180403.54148016,10,15
-43.57474,172.62322,900,0.2,1569577.06235932,5175289.13423436,8,7
-43.632534,172.624664,733,0.2,1569722.65662899,5168871.0494379,15,8
-43.578401,172.770733,586,0.2,1581489.06138403,5174925.96713995,15,8
-43.584671,172.725601,830,0.2,1577847.41699017,5174218.58199301,15,8
-43.489324,172.101112,518,0.2,1527317.03837392,5184451.87186,4,16
-43.58684,172.089292,457,0.2,1526479.87167441,5173611.40291945,4,16
-43.538339,171.959848,531,0.2,1515962.59402731,5178875.26615944,4,16
-43.592773,172.382406,447,0.2,1550147.49257958,5173170.08023873,10,15
-43.675208,172.318451,327,0.2,1545060.15340567,5163974.40455423,4,16
-43.550297,172.472808,398,0.2,1557414.88159989,5177937.72032999,10,16
-43.622602,172.468765,292,0.2,1557139.63258343,5169905.45058872,10,16
-43.370714,172.495167,546,0.2,1559100.10494466,5197892.96899619,4,16
-43.750892,172.022959,452,0.2,1521339.43385586,5155330.61405799,10,15
-43.505591,172.565624,294,0.2,1564886.38668543,5182946.06061566,10,15
-43.566681,172.623209,222,0.2,1569572.11723818,5176184.15908975,10,13
-43.501391,172.647934,160,0.2,1571538.10464925,5183443.94211475,10,15
-43.524599,172.648853,211,0.2,1571623.27515023,5180866.81241933,10,13
-43.546876,172.674017,183,0.2,1573666.51341594,5178401.03010204,10,15
-43.441365,172.620876,223,0.2,1569320.31820672,5190100.67854379,10,15
-43.536962,172.616054,188,0.2,1568979.07296346,5179482.08327227,10,15
-43.52269,172.575867,297,0.2,1565724.07907381,5181051.3422865,10,16
-43.53057,172.642643,192,0.2,1571124.28373867,5180201.54412111,10,16
-43.515499,172.685487,186,0.2,1574579.906066,5181889.28824218,10,16
-43.492047,172.70909,202,0.2,1576478.48440192,5184500.76489122,6,16
-43.476662,172.613207,188,0.2,1568717.92518479,5186177.83379066,10,15
-43.534568,172.565783,324,0.2,1564916.0344079,5179727.98248764,10,15
