Station,easting,northing,vs30,uncertainty,q
CPT_9178_measurement_num_0,1570982,5178953,144.06,0.119632115,5
CPT_12069_measurement_num_0,1570982,5183675,148.09,0.123029354,5
CPT_47945_measurement_num_0,1570982,5179259,152.86,0.118626357,5
CPT_93872_measurement_num_0,1570982.46,5175674.1,121.94,0.117762013,5
CPT_86860_measurement_num_0,1570982.94,5178933.43,132.83,0.1142641,5
CPT_93204_measurement_num_0,1570985.19,5179193.42,155.05,0.115266444,5
CPT_21946_measurement_num_0,1570985.45,5175536.78,106.69,0.121404971,5
CPT_75912_measurement_num_0,1570987.35,5184501.51,151.75,0.115674917,5
CPT_200103_measurement_num_0,1570989.04,5179809.82,186.65,0.127489427,5
CPT_61967_measurement_num_0,1570990.57,5176554.22,124.37,0.121729916,5
CPT_55166_measurement_num_0,1570992.3,5182950.22,165.05,0.141312957,5
CPT_12068_measurement_num_0,1570994,5183682,132.29,0.119948206,5
CPT_104994_measurement_num_0,1570995,5179059,145.5,0.121698152,5
CPT_29880_measurement_num_0,1570997.36,5178793.19,156.46,0.119913711,5
CPT_118167_measurement_num_0,1570997.78,5175445.29,120.25,0.115108341,5
CPT_36283_measurement_num_0,1570998.56,5177592.18,146.16,0.125233663,5
CPT_86862_measurement_num_0,1570998.78,5178952.15,138.5,0.125203599,5
CPT_86861_measurement_num_0,1570998.86,5178933.49,136.59,0.120312836,5
CPT_93206_measurement_num_0,1571001.3,5179221.59,157.45,0.118047141,5
CPT_71731_measurement_num_0,1571001.47,5180065.22,133.71,0.121789601,5
CPT_56484_measurement_num_0,1571001.65,5179369.95,155.86,0.120947234,5
CPT_125494_measurement_num_0,1571002,5181774,176.82,0.11804669,5
CPT_3849_measurement_num_0,1571002.03,5182255.76,169.74,0.120370523,5
CPT_149339_measurement_num_0,1571003.19,5189261.08,167.43,0.132409253,5
CPT_86866_measurement_num_0,1571003.31,5178968.72,138.68,0.118946119,5
CPT_198356_measurement_num_0,1571004.12,5177980.99,146.91,0.123359965,5
CPT_47883_measurement_num_0,1571005,5181916,174.73,0.124829718,5
CPT_17817_measurement_num_0,1571005.81,5182884.48,156.68,0.120530771,5
CPT_99501_measurement_num_0,1571006.08,5181228.02,163,0.119202627,5
CPT_99620_measurement_num_0,1571006.08,5181228.02,163,0.125257243,5
CPT_101262_measurement_num_0,1571006.49,5186444.07,179.99,0.124660554,5
CPT_56785_measurement_num_0,1571006.6,5181442.5,161.41,0.123592075,5
CPT_30508_measurement_num_0,1571006.68,5182834.28,157.17,0.134006885,5
CPT_50000_measurement_num_0,1571007.58,5182061.53,180.84,0.118413545,5
CPT_55441_measurement_num_0,1571011.06,5181326.9,157.69,0.118453646,5
CPT_49418_measurement_num_0,1571012,5182208,176.82,0.118669556,5
CPT_102619_measurement_num_0,1571014,5187131,132.67,0.128313666,5
CPT_37959_measurement_num_0,1571015,5180747,180.02,0.125483827,5
CPT_37798_measurement_num_0,1571015.52,5181382.1,147.08,0.128554785,5
CPT_13483_measurement_num_0,1571016.68,5183740.58,132.89,0.121524387,5
CPT_37960_measurement_num_0,1571017,5180724,174.75,0.121938813,5
CPT_118165_measurement_num_0,1571018.99,5175447.82,101.03,0.13223395,5
CPT_11751_measurement_num_0,1571019.1,5181355.6,156.74,0.117012075,5
CPT_44158_measurement_num_0,1571020.68,5182229.84,164.46,0.119804295,5
CPT_30069_measurement_num_0,1571020.8,5180194.43,157.34,0.120351235,5
CPT_174920_measurement_num_0,1571021,5180330,161.74,0.122700154,5
CPT_86867_measurement_num_0,1571022.49,5178961.14,133.79,0.116027935,5
CPT_86868_measurement_num_0,1571022.6,5178935.6,134.8,0.121604609,5
CPT_56057_measurement_num_0,1571023.96,5179686.46,159.47,0.129504621,5
CPT_56056_measurement_num_0,1571024.1,5179711.22,195.79,0.12579218,5
CPT_17815_measurement_num_0,1571025.88,5182898.67,162.73,0.123509116,5
CPT_37801_measurement_num_0,1571025.99,5181390.14,157.48,0.12273966,5
CPT_216_measurement_num_0,1571027.34,5176115.45,125.27,0.114985381,5
CPT_75910_measurement_num_0,1571028.34,5184466.22,151.22,0.118933939,5
CPT_87860_measurement_num_0,1571030.34,5182343.03,157.43,0.121182996,5
CPT_50001_measurement_num_0,1571030.62,5182062.7,178.66,0.123063355,5
CPT_3896_measurement_num_0,1571030.88,5182926.61,153.65,0.11850265,5
CPT_51932_measurement_num_0,1571031.85,5181457.35,157.48,0.128097335,5
CPT_49072_measurement_num_0,1571032,5180421,176.39,0.120405738,5
CPT_30903_measurement_num_0,1571032.16,5178009.36,161.12,0.13033138,5
CPT_11750_measurement_num_0,1571032.3,5181368.6,153.19,0.114140449,5
CPT_40490_measurement_num_0,1571033.62,5179696.38,133.55,0.140811596,5
CPT_86870_measurement_num_0,1571035.42,5178961.2,136.49,0.115956767,5
CPT_86869_measurement_num_0,1571035.53,5178935.65,137.47,0.121325419,5
CPT_135704_measurement_num_0,1571036,5179599,168.36,0.118027782,5
CPT_104999_measurement_num_0,1571037,5179132,136.97,0.113825021,5
CPT_227997_measurement_num_0,1571037.37,5183394.61,139.23,0.126928182,5
CPT_102623_measurement_num_0,1571038,5186525,181.01,0.126598255,5
CPT_102618_measurement_num_0,1571039,5187107,132.15,0.121560546,5
CPT_9260_measurement_num_0,1571039.46,5182207.54,157.14,0.111969637,5
CPT_71730_measurement_num_0,1571040.46,5180081.21,155.78,0.115977867,5
CPT_36107_measurement_num_0,1571040.73,5182247.81,168.26,0.12305613,5
CPT_37816_measurement_num_0,1571040.84,5181244.71,168.3,0.123051331,5
CPT_56058_measurement_num_0,1571041.46,5179732.18,187.88,0.128131451,5
CPT_56526_measurement_num_0,1571041.76,5179400.11,150.11,0.121994299,5
CPT_100720_measurement_num_0,1571042,5186761,159.72,0.125069733,5
CPT_149338_measurement_num_0,1571042.17,5189266.13,200.99,0.129953405,5
CPT_56060_measurement_num_0,1571042.3,5179686.98,192.06,0.123496652,5
CPT_71729_measurement_num_0,1571042.46,5180061.22,160.62,0.115728194,5
CPT_135713_measurement_num_0,1571044,5179590,156.68,0.123631259,5
CPT_38626_measurement_num_0,1571046.55,5183129.99,155.44,0.120786983,5
CPT_173919_measurement_num_0,1571047,5183230,140.8,0.125061383,5
CPT_97441_measurement_num_0,1571047.27,5184013.49,140.97,0.127210313,5
CPT_94413_measurement_num_0,1571048.98,5178574.49,148.1,0.117975198,5
CPT_54359_measurement_num_0,1571050,5186181,164.93,0.122265147,5
CPT_37799_measurement_num_0,1571050.04,5181380.69,154.97,0.115873999,5
CPT_56995_measurement_num_0,1571050.4,5181445.2,156.05,0.121441334,5
CPT_56994_measurement_num_0,1571050.4,5181444.2,162.18,0.121718409,5
CPT_62472_measurement_num_0,1571051.13,5184397.25,157.08,0.117957113,5
CPT_17364_measurement_num_0,1571051.61,5182141.02,117.56,0.120044679,5
CPT_104995_measurement_num_0,1571052,5179088,151.52,0.121876463,5
CPT_71732_measurement_num_0,1571052.07,5180072.01,170.4,0.112033247,5
CPT_173918_measurement_num_0,1571053,5183218,144.41,0.126697923,5
CPT_4722_measurement_num_0,1571053.3,5182959.57,146.48,0.127755803,5
CPT_10342_measurement_num_0,1571053.51,5178942.92,148.76,0.116729025,5
CPT_44670_measurement_num_0,1571053.72,5182196.44,168.4,0.11961619,5
CPT_135715_measurement_num_0,1571054,5179581,163.79,0.114909214,5
CPT_56061_measurement_num_0,1571054.67,5179686.37,182.09,0.13204574,5
CPT_99285_measurement_num_0,1571055,5183070,145.06,0.118735507,5
CPT_50860_measurement_num_0,1571055.15,5176086.54,117.89,0.12966268,5
CPT_50861_measurement_num_0,1571055.15,5176069.44,118.28,0.127898366,5
CPT_31324_measurement_num_0,1571057.83,5180696.03,187.67,0.12010901,5
CPT_43897_measurement_num_0,1571057.95,5180725.47,159.89,0.126733827,5
CPT_38108_measurement_num_0,1571058.86,5181245.12,144.33,0.123531859,5
CPT_94412_measurement_num_0,1571059.35,5178588.78,148.99,0.119366947,5
CPT_135700_measurement_num_0,1571060,5179616,160.41,0.121269436,5
CPT_31323_measurement_num_0,1571060.02,5180675.83,170.16,0.121439134,5
CPT_27665_measurement_num_0,1571060.67,5180778.2,168.96,0.12549266,5
CPT_10347_measurement_num_0,1571061.44,5178976.27,144.43,0.118018073,5
CPT_10350_measurement_num_0,1571061.44,5178976.27,188.78,0.111325383,5
CPT_26544_measurement_num_0,1571062.88,5182235.88,163.56,0.121776583,5
CPT_30908_measurement_num_0,1571062.97,5178022.15,150,0.1336698,5
CPT_214_measurement_num_0,1571063.09,5175775.22,138.14,0.114841087,5
CPT_31325_measurement_num_0,1571065.07,5180703.62,177.02,0.118483729,5
CPT_56062_measurement_num_0,1571066.75,5179733.51,204.55,0.120084325,5
CPT_183405_measurement_num_0,1571066.78,5186059.22,168.58,0.130204253,5
CPT_56528_measurement_num_0,1571067.81,5179344.59,152.94,0.127432643,5
CPT_40489_measurement_num_0,1571069.9,5179695.65,198.57,0.129177108,5
CPT_135694_measurement_num_0,1571071,5179604,163.8,0.117811782,5
CPT_2063_measurement_num_0,1571071.43,5183512.79,153.14,0.116787457,5
CPT_37132_measurement_num_0,1571071.51,5183512.98,153.14,0.116725473,5
CPT_133688_measurement_num_0,1571072.06,5183033.52,139.24,0.118505755,5
CPT_26545_measurement_num_0,1571073.08,5182224.59,163.09,0.131676467,5
CPT_56525_measurement_num_0,1571073.42,5179420.57,151.97,0.119745245,5
CPT_32725_measurement_num_0,1571074.68,5180621.1,165.23,0.122506188,5
CPT_100532_measurement_num_0,1571075.64,5179449.9,150.13,0.124749292,5
CPT_24971_measurement_num_0,1571076.5,5178454.35,155.37,0.124862071,5
CPT_56527_measurement_num_0,1571077.73,5179377.05,155.5,0.119043548,5
CPT_31539_measurement_num_0,1571077.9,5175736.02,133.16,0.117595644,5
CPT_4725_measurement_num_0,1571077.95,5182915.04,165.3,0.122672028,5
CPT_506_measurement_num_0,1571079.25,5180372.39,153.46,0.116976758,5
CPT_505_measurement_num_0,1571079.78,5180387,173.82,0.115888669,5
CPT_104996_measurement_num_0,1571081,5179093,143.87,0.118608089,5
CPT_133687_measurement_num_0,1571081.24,5183025.54,142.94,0.130067694,5
CPT_36031_measurement_num_0,1571082.9,5175343.1,126.05,0.120668786,5
CPT_31541_measurement_num_0,1571083.64,5175717.16,134.07,0.121008669,5
CPT_56450_measurement_num_0,1571084,5179653,156.28,0.116281115,5
CPT_24852_measurement_num_0,1571085.49,5178730.74,144.6,0.117514735,5
CPT_105000_measurement_num_0,1571086,5179113,128.2,0.109056423,5
CPT_135691_measurement_num_0,1571086,5179588,149.61,0.121558311,5
CPT_102613_measurement_num_0,1571087,5187037,139.69,0.123912834,5
CPT_14960_measurement_num_0,1571088.53,5182593.03,124.77,0.115064326,5
CPT_50806_measurement_num_0,1571089.33,5182168.54,168.38,0.134007727,5
CPT_202578_measurement_num_0,1571090,5178168,136.93,0.127582664,5
CPT_24307_measurement_num_0,1571090,5180796,197.34,0.120682403,5
CPT_144000_measurement_num_0,1571090.5,5190545.07,152.52,0.120666202,5
CPT_38151_measurement_num_0,1571092,5181581,185.51,0.122381126,5
CPT_100719_measurement_num_0,1571099,5186798,151.24,0.125955071,5
CPT_36028_measurement_num_0,1571099.3,5175347.5,108.14,0.122299603,5
CPT_49891_measurement_num_0,1571101,5182304,161.78,0.123334986,5
CPT_24308_measurement_num_0,1571102,5180782,207.78,0.120056127,5
CPT_24854_measurement_num_0,1571102.48,5178713.75,153.5,0.122457601,5
CPT_12072_measurement_num_0,1571104,5183641,144.78,0.116506565,5
CPT_198721_measurement_num_0,1571104,5181597,162.96,0.129456595,5
CPT_106081_measurement_num_0,1571104.06,5182991.52,151.65,0.131830973,5
CPT_390_measurement_num_0,1571106.22,5181055.67,132.11,0.114397531,5
CPT_389_measurement_num_0,1571106.22,5181055.67,132.11,0.114819996,5
CPT_62138_measurement_num_0,1571107.35,5179813.49,172.86,0.113444784,5
CPT_507_measurement_num_0,1571108.12,5180380.19,170.12,0.115038936,5
CPT_23421_measurement_num_1,1571109,5179411,163.32,0.1138406,5
CPT_24306_measurement_num_0,1571109,5180802,193.94,0.124054081,5
CPT_143352_measurement_num_0,1571109.92,5184093.37,154.84,0.12191916,5
CPT_143998_measurement_num_0,1571110.13,5190326.48,142.06,0.12131643,5
CPT_46324_measurement_num_0,1571111.26,5175547.58,137.47,0.125701267,5
CPT_27246_measurement_num_0,1571114.82,5180412.92,155.92,0.1202793,5
CPT_75782_measurement_num_0,1571115.08,5180453.32,171.69,0.133416206,5
CPT_46323_measurement_num_0,1571115.37,5175530.38,141.52,0.119016581,5
CPT_27225_measurement_num_0,1571116.09,5180454.3,171.69,0.127921506,5
CPT_498_measurement_num_0,1571116.21,5179110.49,137.36,0.116710762,5
CPT_27236_measurement_num_0,1571116.4,5180438.2,176.11,0.123712719,5
CPT_27617_measurement_num_0,1571116.53,5180424.83,162.7,0.116216464,5
CPT_27616_measurement_num_0,1571116.7,5180365.39,151.4,0.118099378,5
CPT_200302_measurement_num_0,1571116.86,5177574.73,134.66,0.128402698,5
CPT_75780_measurement_num_0,1571117.43,5180412.91,155.92,0.114854637,5
CPT_77533_measurement_num_0,1571118.06,5180436.23,176.11,0.123445158,5
CPT_1030_measurement_num_0,1571119.06,5178839.09,144.18,0.123240719,5
CPT_143353_measurement_num_0,1571119.85,5184075.76,156.62,0.120594575,5
CPT_200303_measurement_num_0,1571121.64,5177593.29,141.47,0.128666865,5
CPT_86528_measurement_num_0,1571123.55,5186145.97,152.77,0.125012097,5
CPT_482_measurement_num_0,1571124.43,5179316.86,141.79,0.119579119,5
CPT_14939_measurement_num_0,1571126.51,5180988.46,136.75,0.121703751,5
CPT_437_measurement_num_0,1571127.71,5180159.82,146.49,0.108463622,5
CPT_29098_measurement_num_0,1571128.1,5182889.89,159.49,0.120638393,5
CPT_87857_measurement_num_0,1571132.76,5185328.05,139.64,0.118268696,5
CPT_15344_measurement_num_0,1571133.93,5180900.59,177.05,0.119771917,5
CPT_399_measurement_num_0,1571136.38,5180771.79,159.58,0.116715376,5
CPT_400_measurement_num_0,1571136.38,5180771.79,159.58,0.119151685,5
CPT_448_measurement_num_0,1571136.95,5180054.25,156.77,0.112267507,5
CPT_24766_measurement_num_0,1571139.72,5180388.3,149.98,0.117928307,5
CPT_24561_measurement_num_0,1571140.51,5180808.12,169.05,0.127127637,5
CPT_37604_measurement_num_0,1571141,5180820,169.05,0.126350065,5
CPT_101247_measurement_num_0,1571141.87,5186560.16,146.18,0.127838032,5
CPT_377_measurement_num_0,1571143.09,5181262.68,145.46,0.116635834,5
CPT_378_measurement_num_0,1571143.09,5181262.68,145.46,0.116788561,5
CPT_116093_measurement_num_0,1571143.63,5175579.26,141.33,0.125492909,5
CPT_32746_measurement_num_0,1571144.27,5180662.57,184.74,0.122161132,5
CPT_24759_measurement_num_0,1571144.49,5180331.24,147.15,0.116770868,5
CPT_116427_measurement_num_0,1571144.88,5179692.5,153.69,0.119781502,5
CPT_9081_measurement_num_0,1571145.5,5180304.03,151.23,0.115314467,5
CPT_56493_measurement_num_0,1571145.98,5179308.04,150.3,0.125443563,5
CPT_44958_measurement_num_0,1571146.03,5182723.27,159.65,0.129228794,5
CPT_9082_measurement_num_0,1571146.5,5180352.35,138.44,0.11737016,5
CPT_116408_measurement_num_0,1571148.48,5179822.99,89.64,0.116306205,5
CPT_47816_measurement_num_0,1571149,5175370,114.66,0.126868568,5
CPT_47818_measurement_num_0,1571149,5175370,114.66,0.123911116,5
SCPT_14539_measurement_num_0,1571149.7,5175217.4,372.52,0.235496304,5
CPT_78305_measurement_num_0,1571149.95,5183232.76,163.2,0.121649931,5
CPT_71692_measurement_num_0,1571150.04,5183234.16,163.2,0.119452025,5
CPT_27231_measurement_num_0,1571150.9,5180438.99,161.51,0.129857099,5
CPT_19941_measurement_num_0,1571151,5178281,136.21,0.129048749,5
CPT_1018_measurement_num_0,1571152.6,5178998.29,145.4,0.117406879,5
CPT_97119_measurement_num_0,1571153.67,5182352.49,139.93,0.128803205,5
SCPT_14538_measurement_num_0,1571153.7,5175248.2,161.65,0.118735204,5
CPT_32747_measurement_num_0,1571153.97,5180606.58,168.48,0.12818354,5
CPT_56451_measurement_num_0,1571155,5179431,158.13,0.117986722,5
CPT_103338_measurement_num_0,1571156.39,5180932.89,176.97,0.118073048,5
CPT_47815_measurement_num_0,1571158,5175356,107.28,0.123137679,5
CPT_47817_measurement_num_0,1571158,5175356,107.28,0.118789673,5
CPT_116416_measurement_num_0,1571159.05,5179720.7,162.37,0.113865018,5
CPT_24562_measurement_num_0,1571159.25,5180809.75,167.51,0.123895022,5
CPT_29912_measurement_num_0,1571159.67,5180919.59,166.57,0.129104018,5
CPT_30452_measurement_num_0,1571161.53,5180825.2,169.9,0.116501125,5
CPT_29101_measurement_num_0,1571162.15,5182903.37,151.11,0.125849982,5
CPT_1037_measurement_num_0,1571163.11,5178640.75,136.5,0.119133056,5
CPT_37605_measurement_num_0,1571164,5180820,167.51,0.126182657,5
CPT_15573_measurement_num_0,1571164.34,5183026.94,146.22,0.128344768,5
CPT_116092_measurement_num_0,1571165.26,5175578.25,142.68,0.124305198,5
CPT_38560_measurement_num_0,1571166.38,5182709.58,176.39,0.12625163,5
CPT_24764_measurement_num_0,1571166.67,5180379.53,145.61,0.119582198,5
CPT_56488_measurement_num_0,1571167,5179405,127.06,0.127098097,5
CPT_215_measurement_num_0,1571167.13,5176380.16,111.18,0.124566914,5
CPT_56495_measurement_num_0,1571169.01,5179270.05,150.1,0.121399085,5
CPT_9080_measurement_num_0,1571170.53,5180327.35,136.76,0.124335806,5
CPT_56446_measurement_num_0,1571172,5179611,165.07,0.117099158,5
CPT_44663_measurement_num_0,1571172.59,5182864.54,161.15,0.123886387,5
CPT_38336_measurement_num_0,1571175.63,5182851.11,160.53,0.121043936,5
CPT_100751_measurement_num_0,1571176,5186668,141.39,0.125880625,5
CPT_24761_measurement_num_0,1571176.41,5180349.59,168.15,0.112906989,5
CPT_56453_measurement_num_0,1571177,5179326,159.89,0.118091149,5
CPT_24756_measurement_num_0,1571177.42,5180304.17,165.53,0.116500979,5
CPT_471_measurement_num_0,1571177.68,5179535.04,153.74,0.123431226,5
CPT_56489_measurement_num_0,1571178,5179357.05,133.81,0.118449442,5
CPT_38337_measurement_num_0,1571178.67,5182840.02,161.37,0.119116414,5
CPT_28863_measurement_num_0,1571180.04,5179692.24,143.61,0.114236188,5
CPT_27896_measurement_num_0,1571182.17,5178095.69,157.72,0.132681619,5
CPT_88449_measurement_num_0,1571182.43,5178908.01,159.63,0.115063109,5
CPT_44664_measurement_num_0,1571184.2,5182870.7,160.88,0.129540294,5
CPT_193688_measurement_num_0,1571184.34,5179743.75,170.87,0.127555921,5
CPT_125433_measurement_num_0,1571185,5182032,181.15,0.121149558,5
CPT_115929_measurement_num_0,1571185.74,5178053.48,125.91,0.128221386,5
CPT_55439_measurement_num_0,1571186.81,5182847.9,167.41,0.117763244,5
CPT_102608_measurement_num_0,1571188,5187019,141.53,0.122175937,5
CPT_29610_measurement_num_0,1571188.52,5182737.19,172.18,0.112939866,5
CPT_27264_measurement_num_0,1571188.77,5180407.61,158.14,0.119106779,5
CPT_102610_measurement_num_0,1571192,5187068,140.37,0.121023284,5
CPT_100714_measurement_num_0,1571192,5186865,154.09,0.123486354,5
CPT_27895_measurement_num_0,1571192.27,5178082.5,131.14,0.124387661,5
CPT_40365_measurement_num_0,1571193,5181978,174.99,0.116689076,5
CPT_9078_measurement_num_0,1571193.89,5180382.09,146.56,0.115205664,5
CPT_88448_measurement_num_0,1571193.92,5178886.25,159.43,0.123165238,5
CPT_38334_measurement_num_0,1571194.45,5182854.42,161.37,0.117976732,5
CPT_19436_measurement_num_0,1571194.68,5182682.46,169.02,0.119799987,5
CPT_20405_measurement_num_0,1571194.91,5182919.22,150.91,0.124939598,5
CPT_88226_measurement_num_0,1571194.98,5181421.38,183.44,0.117452626,5
CPT_56494_measurement_num_0,1571196,5179268.05,153.67,0.116583152,5
CPT_56456_measurement_num_0,1571197,5179189,134.7,0.120987989,5
CPT_100717_measurement_num_0,1571197,5186793,151.24,0.124399939,5
CPT_56544_measurement_num_0,1571197.49,5179202.53,128.99,0.120872523,5
CPT_19562_measurement_num_0,1571198.59,5183583.67,160.08,0.114552569,5
CPT_38426_measurement_num_0,1571201.74,5176723.55,127.43,0.120329004,5
CPT_183060_measurement_num_0,1571202.39,5184078.49,145.96,0.127179503,5
CPT_193692_measurement_num_0,1571203.4,5179724.82,177.82,0.113347551,5
CPT_4744_measurement_num_0,1571203.58,5182896.47,161.21,0.129781813,5
CPT_9079_measurement_num_0,1571203.8,5180332.71,142.06,0.123670224,5
CPT_24762_measurement_num_0,1571204.04,5180353.04,126.21,0.116702813,5
CPT_16160_measurement_num_0,1571204.78,5181142,142.98,0.121086171,5
CPT_5610_measurement_num_0,1571207.29,5183050.02,150.82,0.129536472,5
CPT_27894_measurement_num_0,1571207.66,5178068.4,143.71,0.128742121,5
CPT_183061_measurement_num_0,1571208.05,5184060.74,139.95,0.128261711,5
CPT_20406_measurement_num_0,1571209.21,5182928.52,143.01,0.12712109,5
CPT_24752_measurement_num_0,1571209.59,5180301.64,160.5,0.118019318,5
CPT_17897_measurement_num_0,1571210.2,5180791.2,205.25,0.108667937,5
