Station,easting,northing,vs30,uncertainty,q
CPT_187840_measurement_num_0,1747680.94,5921927.4,171.21,0.348346902,5
CPT_187841_measurement_num_0,1747690.18,5921904.6,175.34,0.350596631,5
CPT_159099_measurement_num_0,1747695,5917854,217.79,0.3502069,5
CPT_160055_measurement_num_0,1747761.19,5948502.2,177.63,0.341176376,5
CPT_106213_measurement_num_0,1747849.68,5971082.14,166.82,0.33057272,5
CPT_159097_measurement_num_0,1747850,5917041,188.18,0.340068013,5
CPT_100763_measurement_num_0,1747905.33,5925514.29,190.54,0.335608861,5
CPT_100764_measurement_num_0,1747982.48,5925558.01,159.42,0.346787487,5
CPT_100759_measurement_num_0,1747987.93,5925450.6,164.36,0.34017685,5
CPT_100762_measurement_num_0,1747991.9,5925622.77,178.82,0.332667843,5
CPT_125161_measurement_num_0,1747996.86,5925707.89,154.86,0.339487631,5
CPT_109964_measurement_num_0,1748055,5971836,295.29,0.350913341,5
CPT_125162_measurement_num_0,1748064.07,5925672.14,161.13,0.350868227,5
CPT_125163_measurement_num_0,1748084.73,5925628.68,154.76,0.348988462,5
CPT_125157_measurement_num_0,1748086.27,5925717.44,174.38,0.34367261,5
CPT_109974_measurement_num_0,1748134,5971891,293.5,0.355631762,5
CPT_125141_measurement_num_0,1748140.73,5925900,197.55,0.347204208,5
CPT_125144_measurement_num_0,1748152.9,5925855.53,195.52,0.332969039,5
CPT_125158_measurement_num_0,1748155.33,5925681.56,170.41,0.336709124,5
CPT_204408_measurement_num_0,1748161.72,5916077.34,186.24,0.342711856,5
CPT_125145_measurement_num_0,1748177.22,5925815.74,155.25,0.350918595,5
CPT_125142_measurement_num_0,1748177.99,5925860.11,192.6,0.349022089,5
CPT_155810_measurement_num_0,1748306.65,5926882.51,173.71,0.348426989,5
CPT_155811_measurement_num_0,1748322.55,5926874.38,150.55,0.343230819,5
CPT_109977_measurement_num_0,1748325,5971968,263.17,0.336598334,5
CPT_155812_measurement_num_0,1748338.56,5926856.43,158.58,0.354392442,5
CPT_155813_measurement_num_0,1748371.61,5926849.99,178.78,0.344463706,5
CPT_109989_measurement_num_0,1748387,5972096,159.33,0.359559837,5
CPT_155815_measurement_num_0,1748393.06,5926844.13,180.03,0.341531344,5
CPT_110002_measurement_num_0,1748398,5972154,157.84,0.335169726,5
CPT_109988_measurement_num_0,1748409,5972112,163.54,0.339769845,5
CPT_109984_measurement_num_0,1748482,5972123,182.7,0.348165532,5
CPT_109978_measurement_num_0,1748507,5972154,175.68,0.350544224,5
CPT_109991_measurement_num_0,1748523,5972147,147.09,0.338756975,5
CPT_160052_measurement_num_0,1748593.75,5948664.73,160.74,0.357664775,5
CPT_101016_measurement_num_0,1748603.43,5925281.87,174.41,0.338214977,5
CPT_102790_measurement_num_0,1748604.22,5970629.52,151.19,0.352240635,5
CPT_102795_measurement_num_0,1748630.04,5970609.76,157.43,0.344310412,5
CPT_219392_measurement_num_0,1748680.59,5927072.21,211.04,0.365251878,5
CPT_180252_measurement_num_0,1748704,5911551,182.24,0.338346121,5
CPT_109997_measurement_num_0,1748727,5972148,151.21,0.347336704,5
CPT_180249_measurement_num_0,1748740.47,5911614.8,189.04,0.35225188,5
CPT_199062_measurement_num_0,1748745.53,5926901.17,203.18,0.340536172,5
CPT_72033_measurement_num_0,1748745.92,5426607.35,142.25,0.341722952,5
CPT_180253_measurement_num_0,1748762.52,5911476.43,188.52,0.333849898,5
CPT_101025_measurement_num_0,1748768.38,5925350.24,184.8,0.347237098,5
CPT_119011_measurement_num_0,1748781.68,5426844.75,256.15,0.339695303,5
CPT_199061_measurement_num_0,1748794.87,5927002.08,224.2,0.345583782,5
CPT_199063_measurement_num_0,1748797.68,5926907.7,229.2,0.348560643,5
CPT_180250_measurement_num_0,1748799.97,5911633.63,177.89,0.346460252,5
CPT_137529_measurement_num_0,1748802.29,5426874.87,288.18,0.362026934,5
CPT_72052_measurement_num_0,1748805.51,5426612.53,186.38,0.358046704,5
CPT_174178_measurement_num_0,1748820.61,5911554.95,208.18,0.342650549,5
CPT_174180_measurement_num_0,1748824.71,5911575.3,195.23,0.354886052,5
CPT_137530_measurement_num_0,1748825.37,5426865.18,316.21,0.347777339,5
CPT_199064_measurement_num_0,1748828.47,5926871.76,200.16,0.363937533,5
CPT_174182_measurement_num_0,1748831.29,5911584.84,193.55,0.343609123,5
CPT_174186_measurement_num_0,1748833.77,5911614.54,194.14,0.33137171,5
CPT_174185_measurement_num_0,1748834.02,5911598.33,199.54,0.337191592,5
CPT_150258_measurement_num_0,1748843,5925543,185.76,0.357190761,5
CPT_158097_measurement_num_0,1748886,5911373,185.07,0.355045612,5
CPT_101026_measurement_num_0,1748899.38,5925427.19,187.35,0.335126582,5
CPT_150261_measurement_num_0,1748902,5925473,189.82,0.336300729,5
CPT_158095_measurement_num_0,1748905,5911499,215.4,0.339222136,5
CPT_150259_measurement_num_0,1748912,5925534,183.1,0.367236112,5
CPT_72070_measurement_num_0,1748944.76,5426511.67,219.82,0.3370153,5
CPT_72097_measurement_num_0,1748944.76,5426511.67,219.82,0.354695547,5
CPT_158098_measurement_num_0,1748983,5911511,209.44,0.337359954,5
CPT_179275_measurement_num_0,1748986.86,5427750.51,210.04,0.3527714,5
CPT_137928_measurement_num_0,1748989.79,5913865.89,185.8,0.359476598,5
CPT_179274_measurement_num_0,1748995.58,5427780.74,213.8,0.345305098,5
CPT_137927_measurement_num_0,1749005.77,5913872.6,199.04,0.36574715,5
CPT_158430_measurement_num_0,1749030.12,5426628.14,200.48,0.346038921,5
CPT_158432_measurement_num_0,1749034.82,5426636.38,267.64,0.363097503,5
CPT_72078_measurement_num_0,1749074.04,5426443.32,214.75,0.332587595,5
CPT_72083_measurement_num_0,1749190.56,5426355,199.87,0.338149264,5
CPT_149951_measurement_num_0,1749212.41,5427206.77,286.31,0.351801744,5
CPT_229649_measurement_num_0,1749391.42,5430016.64,197.84,0.346498062,5
CPT_201515_measurement_num_0,1749447.04,5969097.1,213.82,0.332617401,5
CPT_223730_measurement_num_0,1749475.1,5913356.97,186.51,0.343352344,5
CPT_156036_measurement_num_0,1749482.55,5427367.58,206.07,0.351542558,5
CPT_223731_measurement_num_0,1749486.3,5913356.43,194.47,0.353837963,5
CPT_148202_measurement_num_0,1749497,5430306,225.94,0.339577606,5
CPT_148201_measurement_num_0,1749508,5430270,165.59,0.340866652,5
CPT_148197_measurement_num_0,1749537,5430261,180.99,0.341237744,5
CPT_220717_measurement_num_0,1749857.61,5911990.07,193.84,0.335688107,5
CPT_220719_measurement_num_0,1749908.9,5911943.21,213.39,0.35258266,5
CPT_229553_measurement_num_0,1750176.2,5916185.59,145.7,0.328304229,5
CPT_182433_measurement_num_0,1750177,5914791,209.89,0.346088999,5
CPT_228005_measurement_num_0,1750185.27,5916169.34,146.46,0.327144014,5
CPT_157056_measurement_num_0,1750372,5424874,226.44,0.351027885,5
CPT_135961_measurement_num_0,1750389.58,5913431.82,196.02,0.360826988,5
CPT_135959_measurement_num_0,1750464.46,5913473.23,183.38,0.344314227,5
CPT_135958_measurement_num_0,1750483.88,5913508.28,172.47,0.341161209,5
CPT_136861_measurement_num_0,1750574.72,5424491.24,270.71,0.336107618,5
CPT_215269_measurement_num_0,1750602.4,5913316.64,200.56,0.360472018,5
CPT_136864_measurement_num_0,1750605.83,5424549.91,249.9,0.331965112,5
CPT_184677_measurement_num_0,1750649.82,5916194.8,184.09,0.350447844,5
CPT_136868_measurement_num_0,1750659.41,5424428.39,277.91,0.346180092,5
CPT_171197_measurement_num_0,1750668.6,5912854.7,160.37,0.331488182,5
CPT_136866_measurement_num_0,1750669.04,5424472.85,289.92,0.343485607,5
CPT_136865_measurement_num_0,1750683.28,5424521.31,256.42,0.339592697,5
CPT_171217_measurement_num_0,1750692.59,5912855.71,181.92,0.349423988,5
CPT_218640_measurement_num_0,1750762.94,5913504.79,177.17,0.342123746,5
CPT_224027_measurement_num_0,1750774.36,5887950.51,235.88,0.349072287,5
CPT_184175_measurement_num_0,1750775,5926642,197.3,0.35311518,5
CPT_184172_measurement_num_0,1750776,5926715,188.76,0.345648404,5
CPT_218641_measurement_num_0,1750776.29,5913484.13,171.33,0.35788463,5
CPT_136860_measurement_num_0,1750817.36,5433583.36,260.15,0.337559275,5
CPT_165810_measurement_num_0,1750850.08,5914789.87,194.74,0.348285757,5
CPT_184173_measurement_num_0,1750852,5926747,213.5,0.358108202,5
CPT_204444_measurement_num_0,1750916.73,5914102.06,177.59,0.346468067,5
CPT_199076_measurement_num_0,1750924.41,5932441.19,175.57,0.344055744,5
CPT_204440_measurement_num_0,1750981.4,5914078.92,186.43,0.340010431,5
CPT_198963_measurement_num_0,1750997,5913553,183.94,0.339494124,5
CPT_169318_measurement_num_0,1751045.08,5423702.87,292.07,0.347224412,5
CPT_130638_measurement_num_0,1751077.63,5424484.93,259.75,0.340418424,5
SCPT_165738_measurement_num_0,1751124,5949048,168.49,0.34165558,5
CPT_221022_measurement_num_0,1751129.3,5914767.39,236.3,0.339120824,5
CPT_221020_measurement_num_0,1751140.74,5914770.65,245.85,0.342705707,5
CPT_130637_measurement_num_0,1751141.93,5424488.11,275.96,0.345500021,5
SCPT_165739_measurement_num_0,1751219,5948878,182.97,0.338269907,5
CPT_64072_measurement_num_0,1751245.63,5913695.58,227.34,0.346753326,5
CPT_165736_measurement_num_0,1751254,5949027,189.46,0.326956266,5
CPT_165737_measurement_num_0,1751254,5948648,195.1,0.35576628,5
CPT_64073_measurement_num_0,1751254.49,5913717.75,212.33,0.350675601,5
SCPT_154775_measurement_num_0,1751384.56,5423454.01,224.29,0.349799344,5
CPT_103745_measurement_num_0,1751484,5950294,186,0.340508932,5
CPT_194436_measurement_num_0,1751534.27,5950425.56,189.06,0.343913552,5
CPT_194435_measurement_num_0,1751548.16,5950432.34,174.17,0.345468813,5
CPT_194445_measurement_num_0,1751562.14,5950424.94,171.49,0.355016079,5
CPT_103742_measurement_num_0,1751563,5950294,188.89,0.3345838,5
CPT_147607_measurement_num_0,1751565.35,5949691.98,166.31,0.338130554,5
CPT_194437_measurement_num_0,1751569.75,5950267.27,181.29,0.360299429,5
CPT_187570_measurement_num_0,1751574,5917134,213.88,0.359781338,5
CPT_194446_measurement_num_0,1751580.83,5950380.35,168.61,0.348159567,5
CPT_187568_measurement_num_0,1751583,5917149,224.19,0.347520741,5
CPT_126471_measurement_num_0,1751590.17,5949510.59,189.08,0.351893118,5
CPT_147609_measurement_num_0,1751591.7,5949658.56,158.04,0.340818493,5
CPT_126473_measurement_num_0,1751592.24,5949490.8,192.87,0.347074374,5
CPT_194447_measurement_num_0,1751600.51,5950320.04,193.9,0.348007303,5
CPT_126470_measurement_num_0,1751602.57,5949497.73,159.52,0.351022162,5
CPT_126472_measurement_num_0,1751605.48,5949515.76,182.89,0.340994217,5
CPT_126475_measurement_num_0,1751611.52,5949497.79,186.95,0.337733929,5
CPT_71955_measurement_num_0,1751675.61,5423195.69,276.53,0.359907368,5
CPT_71977_measurement_num_0,1751682.07,5423189.77,291.56,0.358340084,5
CPT_105083_measurement_num_0,1751737.96,5917265.01,172.55,0.340863427,5
CPT_105084_measurement_num_0,1751751.06,5917393.24,186.93,0.353513526,5
CPT_105085_measurement_num_0,1751775.06,5917388.19,176.54,0.345003414,5
SCPT_154771_measurement_num_0,1752202.45,5424683.04,223.25,0.351353335,5
CPT_105320_measurement_num_0,1752239.34,5918035.89,250.5,0.331880956,5
CPT_105312_measurement_num_0,1752280.94,5917980.99,236.4,0.340095449,5
CPT_105311_measurement_num_0,1752315.11,5917980.11,237.51,0.341570262,5
CPT_105310_measurement_num_0,1752380.62,5917982.59,199.41,0.345139425,5
CPT_150088_measurement_num_0,1752439,5918849,171.17,0.342146303,5
CPT_105308_measurement_num_0,1752451.75,5917991.5,200.11,0.356952454,5
CPT_150087_measurement_num_0,1752465,5918864,201.02,0.339710406,5
CPT_105317_measurement_num_0,1752491.23,5918057.75,211.03,0.341902534,5
CPT_105307_measurement_num_0,1752522.69,5918002.99,210.19,0.33618795,5
CPT_105309_measurement_num_0,1752558.14,5918001.63,182.22,0.329097496,5
CPT_105306_measurement_num_0,1752559.56,5918011.05,184.53,0.344635652,5
CPT_105315_measurement_num_0,1752619.84,5918098.78,199.38,0.352337319,5
CPT_158178_measurement_num_0,1752624,5917192,206.47,0.350096958,5
CPT_105305_measurement_num_0,1752634.44,5918028.54,204.84,0.35165577,5
CPT_218639_measurement_num_0,1752660.24,5917197.32,196.67,0.352804795,5
CPT_105304_measurement_num_0,1752672.31,5918043.13,202.29,0.352698603,5
CPT_183026_measurement_num_0,1752712.53,5917385.05,199,0.35069643,5
CPT_105303_measurement_num_0,1752730.36,5918080.66,187.98,0.340260993,5
CPT_105302_measurement_num_0,1752762.92,5918093.11,206.97,0.349128969,5
CPT_147623_measurement_num_0,1752797.04,5876021.13,209.76,0.342427308,5
CPT_64065_measurement_num_0,1752827.48,5917727.02,237.92,0.350401007,5
CPT_161698_measurement_num_0,1752833,5912540,244.35,0.34375423,5
CPT_168592_measurement_num_0,1752897.71,5930887.09,181.98,0.34468522,5
CPT_168593_measurement_num_0,1752909.62,5930908.74,205.41,0.338375796,5
CPT_168595_measurement_num_0,1752917.67,5930884.62,195.36,0.347998138,5
CPT_168594_measurement_num_0,1752925.86,5930893.13,196.14,0.3424274,5
CPT_141484_measurement_num_0,1753064.23,5934307.88,188.36,0.349007673,5
CPT_141485_measurement_num_0,1753101.06,5934243.65,201.95,0.340382066,5
CPT_141480_measurement_num_0,1753118.27,5934441.48,175.52,0.352306843,5
CPT_141479_measurement_num_0,1753126.4,5934442.2,194.32,0.338993485,5
CPT_141482_measurement_num_0,1753129.81,5934389.07,198.53,0.340813024,5
CPT_141481_measurement_num_0,1753136.13,5934368.51,192.86,0.351085785,5
CPT_116167_measurement_num_0,1753137.8,5933401.55,242.99,0.34526565,5
CPT_141486_measurement_num_0,1753154.17,5934207.78,186.08,0.35603561,5
CPT_141495_measurement_num_0,1753205.35,5933641.4,150.08,0.344679075,5
CPT_149224_measurement_num_0,1753248.76,5424015.07,243.77,0.337623038,5
CPT_149221_measurement_num_0,1753254.45,5424070.51,273.56,0.343278682,5
CPT_147620_measurement_num_0,1753261.23,5875995.46,192.95,0.323169256,5
CPT_149226_measurement_num_0,1753274.82,5423974.46,245.29,0.343267658,5
CPT_141500_measurement_num_0,1753369.98,5933344.48,179.3,0.335575137,5
CPT_141501_measurement_num_0,1753389.87,5933319.19,159.81,0.351994371,5
CPT_221187_measurement_num_0,1753454.2,5876184.31,268.52,0.343634466,5
CPT_191439_measurement_num_0,1753481.92,5878817.07,179.75,0.356950623,5
CPT_141514_measurement_num_0,1753527.76,5932514.57,198.58,0.332490419,5
CPT_199339_measurement_num_0,1753559.86,5875839.53,250.52,0.344862672,5
CPT_204508_measurement_num_0,1753591.98,5881203.09,204.75,0.354391494,5
CPT_204503_measurement_num_0,1753639.02,5881231.64,189.87,0.348996826,5
CPT_204505_measurement_num_0,1753672.37,5881230.14,220.8,0.331961806,5
CPT_64054_measurement_num_0,1753696.48,5917190.09,145.29,0.351537794,5
CPT_141548_measurement_num_0,1753705.98,5932092.79,228.53,0.35578993,5
CPT_188306_measurement_num_0,1753728.2,5924748,170.4,0.346110976,5
CPT_188307_measurement_num_0,1753757.33,5924750.71,181.62,0.349339898,5
CPT_209670_measurement_num_0,1753812.83,5936732.2,186.03,0.343054366,5
CPT_141568_measurement_num_0,1753825.29,5931740.43,200.02,0.338050561,5
CPT_141569_measurement_num_0,1753829.49,5931724.58,188.86,0.344318741,5
CPT_155507_measurement_num_0,1753835.83,5967953.85,172.44,0.345118782,5
CPT_105269_measurement_num_0,1753902.83,5968019.91,187.64,0.348815033,5
CPT_141554_measurement_num_0,1753903.62,5931752.06,171.9,0.328555431,5
CPT_141555_measurement_num_0,1753922.06,5931715.77,135.92,0.335284739,5
CPT_105249_measurement_num_0,1753923.76,5968021.42,187.57,0.346786816,5
CPT_141573_measurement_num_0,1753939.64,5931517.37,202.04,0.343045417,5
CPT_141574_measurement_num_0,1753946.29,5931618.48,217.24,0.33985909,5
CPT_105248_measurement_num_0,1753951.68,5968042.9,238.21,0.351732003,5
CPT_209660_measurement_num_0,1753960.67,5936484.86,197.18,0.350450954,5
CPT_209661_measurement_num_0,1753989.57,5936432.44,183.12,0.343232623,5
CPT_64106_measurement_num_0,1754000.99,5913733.02,171.18,0.339442359,5
CPT_64107_measurement_num_0,1754018.85,5913752.25,155.42,0.343786518,5
CPT_64108_measurement_num_0,1754021.44,5913717.24,146.38,0.348904964,5
CPT_105247_measurement_num_0,1754029.18,5968053.83,190.78,0.330280582,5
CPT_155509_measurement_num_0,1754032.2,5968067.21,193.24,0.349382141,5
CPT_155508_measurement_num_0,1754034.08,5968032.11,204.82,0.338142246,5
CPT_64109_measurement_num_0,1754044.62,5913751.8,182.59,0.324910568,5
CPT_64113_measurement_num_0,1754054.39,5913710.21,122.28,0.339465286,5
CPT_64110_measurement_num_0,1754068.4,5913733.45,151.93,0.344316543,5
CPT_64111_measurement_num_0,1754095.65,5913723.6,141.36,0.360038648,5
CPT_143337_measurement_num_0,1754097.5,5444224.95,299.52,0.346429192,5
CPT_191442_measurement_num_0,1754138.52,5882574.82,228.02,0.346513241,5
CPT_147882_measurement_num_0,1754142.3,5913160,258.15,0.33983767,5
CPT_147880_measurement_num_0,1754200.4,5913090.4,220.25,0.36037601,5
CPT_209672_measurement_num_0,1754217.47,5937473.67,263.86,0.341015992,5
CPT_207102_measurement_num_0,1754244.41,5445970.19,226.71,0.335506559,5
CPT_207101_measurement_num_0,1754251.75,5445756.89,225.26,0.35198467,5
CPT_147879_measurement_num_0,1754256,5913116.3,248.9,0.332010697,5
CPT_126152_measurement_num_0,1754308.27,5913404.5,186.96,0.346419861,5
CPT_126153_measurement_num_0,1754318.12,5913365.6,184.59,0.348858677,5
CPT_167420_measurement_num_0,1754331,5445443,209.73,0.340801719,5
CPT_207100_measurement_num_0,1754461.68,5445699.48,190.02,0.362806979,5
CPT_126148_measurement_num_0,1754465.66,5912916.36,215.53,0.355000492,5
CPT_181220_measurement_num_0,1754506.53,5927540.04,170.1,0.358178665,5
CPT_181216_measurement_num_0,1754560.06,5927587.91,201.89,0.356430086,5
CPT_126146_measurement_num_0,1754631.94,5912736.39,163.09,0.34093573,5
CPT_152778_measurement_num_0,1754656.52,5914470.22,193.24,0.344847619,5
CPT_126144_measurement_num_0,1754712.88,5912770.65,200.72,0.348498358,5
CPT_126145_measurement_num_0,1754713.03,5912707.64,177.74,0.339894083,5
CPT_126150_measurement_num_0,1754744.25,5912684.39,195.16,0.341951577,5
CPT_180819_measurement_num_0,1754745.74,5925019.3,225.88,0.343216677,5
CPT_126149_measurement_num_0,1754745.86,5912702.38,187.96,0.347060147,5
CPT_180951_measurement_num_0,1754746.23,5925019.15,225.88,0.350875206,5
CPT_152032_measurement_num_0,1754769.81,5912132.2,190.27,0.359143265,5
CPT_152031_measurement_num_0,1754808.94,5912128.15,189.02,0.337558644,5
CPT_152033_measurement_num_0,1754811.37,5912212.46,177.63,0.345417565,5
CPT_159296_measurement_num_0,1754812.21,5926232.75,200.15,0.345394677,5
CPT_126143_measurement_num_0,1754827.3,5912990.51,176.86,0.339177504,5
CPT_180270_measurement_num_0,1754833.98,5911937.86,205.05,0.343029336,5
CPT_195731_measurement_num_0,1754898.5,5932813.25,234.84,0.339098336,5
CPT_144721_measurement_num_0,1754992.82,5911691.12,197.98,0.35356454,5
CPT_144723_measurement_num_0,1755119.64,5911751.29,210.11,0.3469572,5
CPT_180275_measurement_num_0,1755129.48,5911836.78,220.81,0.351407032,5
CPT_164948_measurement_num_0,1755183.04,5929123.92,182.39,0.353178968,5
CPT_164937_measurement_num_0,1755201.19,5929096.07,177.87,0.334748456,5
CPT_164915_measurement_num_0,1755201.96,5929113.92,174.87,0.352337719,5
CPT_221465_measurement_num_0,1755211.93,5911792.79,206.61,0.336616218,5
CPT_221467_measurement_num_0,1755224.03,5911795.35,191.39,0.33087497,5
CPT_164953_measurement_num_0,1755235.44,5929138.29,176.04,0.347791749,5
CPT_180267_measurement_num_0,1755245.2,5912142.21,168.68,0.34465176,5
CPT_164958_measurement_num_0,1755290.09,5929153.61,185.02,0.341901259,5
CPT_123407_measurement_num_0,1755319.95,5925793.67,211.1,0.353810183,5
CPT_64057_measurement_num_0,1755393.65,5912994.62,158.72,0.347356584,5
CPT_174103_measurement_num_0,1755398.94,5913003.92,162.86,0.340434425,5
CPT_64059_measurement_num_0,1755415.6,5913019.97,148.65,0.336568761,5
CPT_150241_measurement_num_0,1755421.99,5925772.21,234.05,0.338980516,5
CPT_166202_measurement_num_0,1755432.29,5930442.39,210.08,0.345965477,5
CPT_150238_measurement_num_0,1755436.08,5925796.03,224.8,0.359084143,5
CPT_150239_measurement_num_0,1755443.62,5925789.02,212.89,0.335501554,5
CPT_150240_measurement_num_0,1755455.31,5925788.58,193.07,0.341551002,5
CPT_150237_measurement_num_0,1755459.29,5925801.6,192.95,0.350844682,5
CPT_150242_measurement_num_0,1755477.48,5925790.62,187.65,0.320005107,5
CPT_64061_measurement_num_0,1755502.28,5913130.48,158.02,0.340243262,5
CPT_64063_measurement_num_0,1755517.66,5913148.29,152.63,0.347645806,5
CPT_174110_measurement_num_0,1755523.11,5913161.11,165.66,0.357312476,5
CPT_174118_measurement_num_0,1755622.33,5913274.03,156.47,0.349055863,5
CPT_221572_measurement_num_0,1755716.1,5925866.99,190.96,0.336028835,5
CPT_168812_measurement_num_0,1755725.38,5925929.97,207.82,0.351687771,5
CPT_221571_measurement_num_0,1755745.06,5925864.25,186.09,0.339123679,5
CPT_168814_measurement_num_0,1755756.39,5925938.95,194.5,0.339341824,5
CPT_168813_measurement_num_0,1755762.81,5925946.71,177.94,0.344244157,5
CPT_221569_measurement_num_0,1755776.78,5925954.23,190.86,0.345344586,5
CPT_221570_measurement_num_0,1755805.75,5925917.74,186.42,0.340519219,5
CPT_140947_measurement_num_0,1755882.58,5925933.09,171.09,0.348946524,5
CPT_140948_measurement_num_0,1755900.03,5925977.3,178.52,0.337667977,5
CPT_155324_measurement_num_0,1755931.8,5926232.79,197.06,0.338229985,5
CPT_152830_measurement_num_0,1755938.93,5925927.44,190.27,0.344342007,5
CPT_140951_measurement_num_0,1755943.64,5926172.28,178.91,0.341486295,5
CPT_155326_measurement_num_0,1755946.16,5926212.66,194.57,0.347630876,5
CPT_155323_measurement_num_0,1755964.94,5926263.59,223.41,0.356221838,5
CPT_155325_measurement_num_0,1755967.48,5926226.37,206.64,0.344320092,5
CPT_152831_measurement_num_0,1755999.92,5926013.36,205.57,0.349964744,5
CPT_152825_measurement_num_0,1756010.07,5925988.28,207.49,0.32866245,5
CPT_155334_measurement_num_0,1756030.99,5926170.93,243.35,0.349444413,5
CPT_152826_measurement_num_0,1756082.03,5926018.14,210.27,0.346894233,5
CPT_168465_measurement_num_0,1756175.03,5919330.86,227.81,0.345610232,5
CPT_123166_measurement_num_0,1756555.8,5921611.7,158.86,0.361994886,5
CPT_123167_measurement_num_0,1756573.1,5921602.3,164.77,0.341893342,5
CPT_123152_measurement_num_0,1756594.29,5921433.88,157.04,0.348630965,5
CPT_123175_measurement_num_0,1756604.56,5921507.88,167.37,0.341140554,5
CPT_123150_measurement_num_0,1756609.78,5921445.66,149.31,0.345427019,5
CPT_123173_measurement_num_0,1756616.88,5921563.64,169.06,0.348915303,5
CPT_123176_measurement_num_0,1756619.25,5921535.75,160.07,0.35011892,5
CPT_123172_measurement_num_0,1756627.94,5921554.95,172.96,0.346765168,5
CPT_123165_measurement_num_0,1756633.87,5921578.66,171.84,0.335800265,5
CPT_123174_measurement_num_0,1756649.71,5921535.75,169.69,0.352245491,5
CPT_123154_measurement_num_0,1756670.74,5921516.45,149.53,0.340805289,5
CPT_126782_measurement_num_0,1756672.1,5918324.55,73.75,0.345138784,5
CPT_123155_measurement_num_0,1756672.7,5921513.08,145.73,0.336695249,5
CPT_123164_measurement_num_0,1756672.75,5921542.89,155.82,0.327662936,5
CPT_123161_measurement_num_0,1756686.09,5921638.5,183.91,0.346167311,5
CPT_123157_measurement_num_0,1756688.28,5921537.31,141.68,0.341404097,5
CPT_123156_measurement_num_0,1756691.83,5921532.98,131.75,0.363730397,5
CPT_123162_measurement_num_0,1756707.93,5921618.47,181.91,0.341437708,5
CPT_123158_measurement_num_0,1756726.5,5921570.14,155.14,0.346031976,5
CPT_123163_measurement_num_0,1756729.08,5921602.23,166.09,0.344160433,5
CPT_123151_measurement_num_0,1756745.61,5921596.9,164.37,0.340744392,5
CPT_123159_measurement_num_0,1756750.82,5921596.26,125.15,0.357998247,5
CPT_123160_measurement_num_0,1756771.27,5921618.06,146.56,0.349229908,5
CPT_123168_measurement_num_0,1756804.7,5921660.3,152.26,0.354046583,5
CPT_123169_measurement_num_0,1756834.4,5921692.1,144.85,0.343767131,5
CPT_167206_measurement_num_0,1756871.22,5918368.9,104.16,0.342289742,5
CPT_123170_measurement_num_0,1756884.2,5921745.4,151.09,0.34122261,5
CPT_123171_measurement_num_0,1756908.5,5921770.9,170.67,0.341461758,5
CPT_125101_measurement_num_0,1756928.2,5918671,196.44,0.351818233,5
CPT_125095_measurement_num_0,1756940,5918834.3,179.87,0.351634398,5
CPT_125100_measurement_num_0,1756944.4,5918700,175.98,0.347574269,5
CPT_125096_measurement_num_0,1756950.1,5918907.3,195.22,0.339405075,5
CPT_125099_measurement_num_0,1756951,5918728.4,185.51,0.338661714,5
CPT_125097_measurement_num_0,1756970.4,5918825,199.28,0.345998707,5
CPT_125098_measurement_num_0,1756975.9,5918840.8,191.18,0.333256662,5
CPT_209395_measurement_num_0,1757065,5448355,254.05,0.355020694,5
CPT_209397_measurement_num_0,1757091,5448367,262.55,0.36556512,5
CPT_209399_measurement_num_0,1757102,5448376,233.33,0.355049788,5
CPT_126784_measurement_num_0,1757129.19,5918328.84,79.06,0.327196439,5
CPT_64055_measurement_num_0,1757132.78,5910295.34,204.85,0.339501414,5
CPT_167199_measurement_num_0,1757152.44,5920298.95,164.99,0.356803057,5
CPT_126785_measurement_num_0,1757156.22,5918358.21,122.16,0.346725161,5
CPT_167198_measurement_num_0,1757157.58,5920311.9,138.65,0.356069353,5
CPT_126781_measurement_num_0,1757159.75,5920306.94,181.57,0.359453739,5
CPT_163663_measurement_num_0,1757165.11,5920326.89,134.55,0.339458725,5
CPT_167212_measurement_num_0,1757165.72,5918385.94,232.87,0.359057764,5
CPT_167213_measurement_num_0,1757177.1,5918377.14,217.28,0.345223799,5
CPT_167215_measurement_num_0,1757203.94,5918317.08,193.68,0.362054277,5
CPT_126778_measurement_num_0,1757236.74,5920510.74,193.53,0.36046508,5
CPT_141000_measurement_num_0,1757383.1,5926804.48,180.17,0.349462533,5
CPT_198251_measurement_num_0,1757386.6,5926873.02,175.42,0.334184269,5
CPT_198250_measurement_num_0,1757403.28,5926843.64,180.43,0.344500134,5
CPT_140994_measurement_num_0,1757407.38,5926800.15,168.21,0.349651623,5
CPT_140993_measurement_num_0,1757425.2,5926798.15,179.38,0.342805547,5
CPT_168637_measurement_num_0,1757446.7,5905564.78,181.23,0.339115377,5
CPT_125114_measurement_num_0,1757619.07,5921048.8,119.88,0.336877037,5
SCPT_125043_measurement_num_0,1757619.6,5920976,158.01,0.344312313,5
CPT_125115_measurement_num_0,1757643.9,5921039.34,127.94,0.34467148,5
CPT_125121_measurement_num_0,1757647.23,5921014.2,136.19,0.342311916,5
CPT_125116_measurement_num_0,1757660.82,5921035.02,73.02,0.34847488,5
CPT_125123_measurement_num_0,1757668.66,5921006.15,172.17,0.351859692,5
CPT_149850_measurement_num_0,1757810,5926688,191.79,0.344857531,5
